tt0120347,007 Tomorrow Never Dies,No,,Testosterone
tt0147800,10 Things I Hate About You,Maybe,,Comedy
tt0044008,A Christmas Carol(Alastair Sim),Yes,Good,Christmas
tt0087056,A Christmas Carol(George C. Scott),Maybe,,Christmas
tt0085334,A Christmas Story,Yes,Good,Christmas
tt0120633,A Civil Action,No,,Drama
tt0295289,A Guy Thing,No,,Comedy
tt0101414,A Walt Disney Classic Beauty and the Beast,Yes,Good,Disney
tt0119282,A Walt Disney Masterpiece Hercules,Yes,Good,Disney
tt0065421,A Walt Disney Masterpiece The Aristocats,Yes,Meh,Disney
tt0116583,A Walt Disney Masterpiece The Hunchback of Notre Dame,No,,Disney
tt0110357,A Walt Disney Masterpiece The Lion King,Yes,Good,Disney
tt0118571,Air Force One,Yes,,Testosterone
tt0096787,All Dogs Go To Heaven,No,,Family
tt0169547,American Beauty,Yes,,Drama
tt0163651,American Pie,Yes,Good,Comedy
tt0133372,Annabelle's Wish,No,,Christmas
tt0101355,Another Pair of Aces,No,,Testosterone
tt0120591,Armageddon,Maybe,,Testosterone
tt0119822,As Good as It Gets,Maybe,,Comedy
tt0132512,At First Sight,Maybe,,Estrogen
tt0112431,Babe,Yes,Good,Family
tt0101393,Backdraft,Maybe,,Testosterone
tt0112442,Bad Boys,No,,Testosterone
tt0103772,Basic Instinct,Yes,,Mystery
tt0094715,Beaches,Yes,,Comedy
tt0103786,Beethoven,No,,Family
tt0106375,Beethoven's 2nd,No,,Family
tt0109254,Beverly Hills Cop III,Maybe,,Testosterone
tt0066831,Big Jake,Yes,Good,Testosterone
tt0101455,Bingo,No,,Family
tt0112573,Braveheart,Yes,,Testosterone
tt0094812,Bull Durham,No,,Testosterone
tt0115783,Bulletproof,No,,Comedy
tt0150488,Busted,No,,Testosterone
tt0112606,Bye Bye Love,Maybe,,Comedy
tt0061439,Camelot,Yes,Bad,Musical
tt0106519,Carlito's Way,No,,Testosterone
tt0056923,Charade,No,,Comedy
tt0070016,Charlotte's Web,Yes,Good,Family
tt0090830,Children of a Lesser God,No,,Estrogen
tt0062803,Chitty Chitty Bang Bang,Yes,Good,Family
tt0241303,Chocolat,No,,Estrogen
tt0101587,City Slickers,Yes,Good,Comedy
,Classic Scooby-Doo: Foul Play in Funland,Yes,Good,Family
tt0106582,Cliffhanger,Yes,Good,Testosterone
tt0112697,Clueless,Yes,Good,Comedy
tt0094889,Cocktail,Yes,Good,Comedy
tt0061496,Columbo The Collector's Edition Prescription: Murder,Yes,Good,Mystery
tt0118880,Con Air,Yes,Good,Testosterone
tt0068397,Coumbo The Collecor's Edition Death Lends a Hand,Yes,Good,Mystery
tt0093042,"Crazy Streets(Forever, Lulu?)",No,,Comedy
tt0099348,Dances with Wolves,Yes,,Testosterone
tt0106673,Dave,Yes,,Comedy
tt0099371,Days of Thunder,Maybe,,Testosterone
tt0097165,Dead Poets Society,Yes,Good,Comedy
tt0099423,Die Hard 2: Die Harder,Maybe,,Testosterone
tt0112864,Die Hard With a Vengeance,Maybe,,Testosterone
tt0092890,Dirty Dancing,Yes,Good,Estrogen
tt0095031,Dirty Rotten Scoundrels,Maybe,,Comedy
tt0109635,Disclosure,Maybe,,Drama
tt0120623,Disney Pixar A Bug's Life,No,,Disney
,Disney Present The Cat from Outer Space,Yes,,Disney
tt0118570,Disney Presents Air Bud: Golden Receiver,No,,Disney
tt0066817,Disney's Bedknobs and Broomsticks,Yes,Good,Disney
,Disney's Duck Tailes: Raiders of the Lost Harp,Yes,Meh,Disney
,Disney's Duck Tales: High-flying Hero,Yes,Meh,Disney
,Disney's Duck Tales: Masked Marauders,Yes,,Disney
,Disney's Duck Tales: Seafaring Sailors,Yes,Meh,Disney
tt0119137,Disney's Flubber,Maybe,,Disney
tt0119190,Disney's George of the Jungle,Yes,,Disney
tt0110213,Disney's Rudyard Kipling's The Jungle Book,No,,Disney
tt0111070,Disney's The Santa Clause,Yes,,Christmas
tt0059113,Doctor Zhivago,No,,Testosterone
tt0150377,Double Jeopardy,No,,Mystery
tt0116130,Down Periscope,Yes,Good,Comedy
tt0118998,Dr. Dolittle,Yes,Good,Comedy
tt0240462,Dr. Dolittle 2,No,,Comedy
tt0060345,Dr. Seuss' How the Grinch Stole Christmas!,Yes,Good,Christmas
tt0109686,Dumb and Dumber,Yes,Good,Comedy
tt0083866,E. T.: The Extra-Terrestrial,Yes,Good,SciFi
tt0131369,EDtv,No,,Comedy
tt0127536,Elizabeth,No,,Drama
tt0075988,Emmet Otter's Jug-Band Christmas,No,,Family
tt0120660,Enemy of the State,Maybe,,Testosterone
tt0116213,Eraser,No,,Testosterone
tt0195685,Erin Brockovich,Maybe,,Drama
tt0120662,Eye of the Beholder,No,,Mystery
tt0119094,Face/Off,Yes,,Testosterone
tt0113010,Fair Game,No,,Testosterone
tt0119099,Fallen,Yes,,Testosterone
tt0104231,Far and Away,Yes,Good,Testosterone
tt2802850,Fargo,Yes,Good,Drama
tt0113041,Father of the Bride: Part II,Maybe,,Comedy
tt0104254,Ferngully: The Last Rainforest,Yes,Good,Family
tt0067093,Fiddler on the Roof,Yes,Good,Musical
tt0097351,Field of Dreams,Maybe,,Testosterone
tt0099582,Flatliners,Yes,,SciFi
tt0035896,For Whom the Bell Tolls,No,,Testosterone
tt0141098,Forces of Nature,No,,Comedy
tt0104291,Forever Young,Yes,,SciFi
tt0109830,Forrest Gump,Yes,Good,Estrogen
tt0101921,Fried Green Tomatoes,Yes,,Drama
tt0062994,Funny Girl,No,,Musical
tt0099653,Ghost,Yes,Good,Estrogen
tt0047030,Glenn Miller,No,,Drama
tt0120683,Gloria,No,,Testosterone
tt0197521,Godzilla King of the Monsters,Maybe,,SciFi
tt0068371,Godzilla Vs. Gigan,Maybe,,SciFi
tt0071565,Godzilla Vs. Mechagodzilla,Maybe,,SciFi
tt0070122,Godzilla Vs. Megalon,Yes,GoodBad,SciFi
tt0031381,Gone with the Wind,No,,Estrogen
tt0119217,Good Will Hunting,Yes,Good,Estrogen
tt0101969,Grand Canyon,No,,Testosterone
tt0077631,Grease,Yes,Good,Musical
tt0107050,Grumpy Old Men,Yes,Good,Comedy
,Hanna Barbera Presents Scooby Doo with Special Guest Stars Batman and Robin,Yes,,Family
tt0042546,Harvey,No,,Comedy
tt0091203,Highlander,Yes,Good,Fantasy
tt0144964,Highlander: Endgame,No,,Fantasy
tt0099785,Home Alone,Yes,Meh,Family
tt0104431,Home Alone 2: Lost in New York,Yes,Meh,Family
tt0102057,Hook,Yes,Good,Family
tt0119313,Hope Floats,No,,Estrogen
tt0268380,Ice Age,Yes,Good,Family
tt0107211,Indecent Proposal,Yes,,Estrogen
tt0116629,Independence Day,Yes,Good,SciFi
tt0128278,Instinct,No,,Drama
tt0034862,Irving Berlin's Holiday Inn,No,,Comedy
tt0047673,Irving Berlin's White Christmas,Yes,Good,Christmas
tt0110167,It Could Happen to You,No,,Comedy
tt0038650,It's a Wonderful Life,Yes,Good,Christmas
tt0141109,Jack Frost,No,,Family
tt0068762,Jeremiah Johnson,No,,Testosterone
tt0116695,Jerry Maguire,Yes,Good,Testosterone
tt0116705,Jingle All the Way,Yes,Cheese,Christmas
tt0175790,Joseph and the Amazing Technicolor Dreamcoat,Yes,Good,Musical
tt0113497,Jumanji,Yes,Good,Family
tt0107290,Jurrasic Park,Yes,Good,Testosterone
tt0349710,Ladder 49,No,,Testosterone
tt0110322,Legends of the Fall,No,,Testosterone
tt0093409,Lethal Weapon,Yes,Good,Testosterone
tt0122151,Lethal Weapon 4,Maybe,,Testosterone
tt0119528,Liar Liar,Yes,Good,Comedy
tt0118799,Life is Beautiful,No,,Comedy
tt0039566,Life With Father,No,,Comedy
,Little House on the Prairie: A Harvest of Friends,Maybe,,Family
,Little House on the Prairie: Christmas at Plum Creek,Maybe,,Christmas
,Little House on the Prairie: Premiere Movie,Maybe,,Family
,Little House on the Prairie: The Christmas They Never Forgot,Maybe,,Christmas
tt0110367,Little Women,No,,Family
tt0120738,Lost in Space,Yes,Good,SciFi
tt0066011,Love Story,No,,Estrogen
tt0175880,Magnolia,Yes,,Drama
tt0290002,Meet The Fockers,Yes,,Comedy
tt0212338,Meet the Parents,Yes,,Comedy
tt0119654,Men in Black,Yes,Good,SciFi
tt0130121,Mickey Blue Eyes,No,,Comedy
tt0110516,Milk Money,No,,Comedy
tt0097050,Milo and Otis,Maybe,,Family
tt0039628,Miracle on 34th Street,Yes,Good,Christmas
tt0212346,Miss Congeniality,Yes,,Comedy
tt0117060,Mission: Impossible,Yes,Good,Testosterone
tt0107614,Mrs. Doubtfire,Yes,Good,Comedy
tt0119731,Murder at 1600,No,,Testosterone
tt0171546,Murder in a Small Town,No,,Mystery
tt0259446,My Big Fat Greek Wedding,Yes,,Comedy
tt0058385,My Fair Lady,No,,Musical
tt0077975,National Lampoon's Animal House,Yes,Good,Comedy
tt0097958,National Lampoon's Christmas Vacation,Yes,Good,Christmas
tt0110638,Nell,Yes,,Drama
tt0125439,Notting Hill,Yes,,Comedy
tt0144528,Nutty Professor II: The Klumps,Yes,,Comedy
tt0240772,Ocean's Eleven,No,,Testosterone
tt0132477,October Sky,No,,Family
tt0048445,Oklahoma!,No,,Musical
tt0102614,Out for Justice,No,,Testosterone
tt0089755,Out of Africa,No,,Estrogen
tt0120780,Out of Sight,No,,Comedy
tt0119848,Out to Sea,No,,Comedy
tt0093693,Overboard,Yes,,Comedy
tt0078056,Paradise Alley,No,,Testosterone
tt0105104,Passenger 57,No,,Testosterone
tt0223897,Pay It Forward,Yes,,Family
tt0213149,Pearl Harbor,No,,Testosterone
tt0079714,Phantasm,Yes,,SciFi
tt0117333,Phenomenon,No,,Fantasy
tt0107818,Philadelphia,Yes,Good,Drama
tt0190641,Pokémon: The First Movie,No,Good,Family
tt0183659,Pollock,No,,Drama
tt0100395,Postcards From the Edge,No,,Comedy
tt0098115,Prancer,No,,Christmas
tt0100403,Predator 2,Yes,Good,SciFi
tt0100405,Pretty Woman,Yes,,Comedy
tt0316465,Radio,No,,Testosterone
tt0082971,Raiders of the Lost Ark,Yes,Best Movie Ever,Testosterone
tt0095953,Rain Man,Yes,,Drama
tt0117438,Ransom,No,,Testosterone
tt0102768,Regarding Henry,Yes,Bad,Estrogen
tt0253556,Reign of Fire,No,,Testosterone
tt0086190,Return of the Jedi Special Edition`,Yes,Good,Fantasy
tt0270606,Richard Simmons: Sweat & Shout,No,,Exercise
tt0270678,Richard Simmons: Sweatin' to the Oldies,Yes,Good,Exercise
tt0045094,Road to Bali,No,,Comedy
tt0070608,Robin Hood,Yes,Good,Disney
tt0102798,Robin Hood Prince of Thieves,Yes,Good,Testosterone
tt0108002,Rudy,Yes,Good,Testosterone
tt0114319,Sabrina,No,,Comedy
tt0304669,Santa Clause 2,Yes,Meh,Christmas
tt0076666,Saturday Night Fever,Yes,,Drama
tt0500100,Saturday Night Live The Best of Chris Farley,No,,Comedy
tt0120815,Saving Private Ryan,Yes,Good,Testosterone
tt0105323,Scent of a Woman,Yes,,Drama
tt0108052,Schindler's List,Yes,Good,Drama
,Scholastic's The Magic School Bus: Getting Energized Using New Energy Sources,No,,Family
tt0267913,Scooby-Doo,Yes,Good,Comedy
tt0166792,Scooby-Doo on Zombie Island,Yes,Good,Family
tt0096061,Scrooged,Yes,Good,Christmas
tt0114388,Sense and Sensibility,No,,Estrogen
tt0117608,Sgt. Bilko,No,,Comedy
tt0108052,Shindler's List,Yes,Good,Drama
tt0126029,Shrek,Yes,Good,Family
tt0090022,Silverado,No,,Testosterone
tt0105417,Sister Act,Yes,Good,Comedy
tt0108147,Sister Act 2: Back in the Habit,Yes,Good,Comedy
tt0102945,Sleeping with the Enemy,Yes,Meh,Drama
tt0108160,Sleepless in Seattle,Yes,,Comedy
tt0122718,Small Soldiers,Yes,,Family
tt0337741,Something's Gotta Give,Maybe,,Comedy
tt0081534,Somewhere in Time,Yes,Meh,Fantasy
tt0108185,Sommersby,No,,Mystery
tt0052225,South Pacific,No,,Musical
tt0111257,Speed,Yes,Good,Testosterone
tt0092005,Stand By Me,Yes,Good,Drama
tt0117731,Star Trek First Contact,Yes,Good,SciFi
tt0111280,Star Trek Generations,Yes,Good,SciFi
tt0120844,Star Trek Insurrection,Prolly?,,SciFi
tt0092007,Star Trek IV: The Voyage Home,Yes,Good,SciFi
tt0079945,Star Trek The Motion Picture,Yes,Meh,SciFi
tt0076759,Star Wars Special Edition,Yes,Good,Fantasy
tt0120686,Stepmom,No,,Comedy
tt0111400,Terminal Velocity,Yes,Good,Testosterone
tt0043265,The African Queen,Yes,,Testosterone
tt0112346,The American President,No,,Comedy
tt0118632,The Apostle,No,,Drama
,The Baby-Sitters Club Video #1: Mary Anne and the Brunettes,No,,Family
tt0185937,The Blair Witch Project,Yes,Bad,Mystery
tt0145681,The Bone Collector,No,,Mystery
tt0209958,The Cell,No,,SciFi
tt0080684,The Empire Strikes Back Special Edition,Yes,Good,Fantasy
tt0218967,The Family Man,No,,Comedy
tt0106918,The Firm,Yes,,Mystery
tt0116313,The First Wives Club,No,,Comedy
tt0106977,The Fugitive,Yes,,Testosterone
tt0116421,The Glimmer Man,No,,Testosterone
tt0095253,The Great Outdoors,No,,Comedy
tt0120689,The Green Mile,Yes,Good,Fantasy
tt0102266,The Last Boyscout,No,,Testosterone
tt0063227,The Lion in Winter,No,,Drama
tt0119567,The Lost World: Jurassic Park,Maybe,,Testosterone
tt0268995,The Majestic,No,,Estrogen
tt0120616,The Mummy,Yes,Good,Testosterone
tt0104940,The Muppet Christmas Carol,Yes,Good,Christmas
tt0120768,The Negotiator,No,,Testosterone
tt0117218,The Nutty Professor,Yes,,Comedy
tt0203408,The Omega Code,No,,Fantasy
tt0187393,The Patriot,Maybe,,Testosterone
tt0107798,The Pelican Brief,Yes,,Mystery
tt0177971,The Perfect Storm,No,,Testosterone
tt0120802,The Red Violin,No,,Mystery
tt0138749,The Road to El Dorado,Yes,,Family
tt0117500,The Rock,Maybe,,Testosterone
tt0134067,The Rugrats Movie,Yes,Meh,Family
tt0111161,The Shawshank Redemption,Yes,Good,Drama
tt0093966,The Sicilian,No,,Testosterone
tt0059742,The Sound of Music,Yes,Good,Musical
tt0108311,The Temp,Maybe,,Drama
tt0155267,The Thomas Crown Affair,No,,Testosterone
tt0129387,There's Something About Mary,Yes,,Comedy
tt0098471,Three Fugitives,No,,Comedy
tt0094137,Three Men and a Baby,Yes,,Comedy
tt0098966,Three Men and a Little Lady,Yes,Meh,Comedy
tt0094142,Throw Momma from the Train,Yes,,Comedy
tt0107688,Tim Burtons' The Nightmare Before Christmas,Yes,Good,Christmas
tt0117918,Tin Cup,No,,Testosterone
tt0120338,Titanic,Yes,,Estrogen
tt0114709,Toy Story,Yes,Good,Disney
tt0120363,Toy Story 2,Yes,Good,Disney
tt0111477,Trapped in Paradise,No,,Comedy
tt0259685,Tremors 3: Back to Perfection,No,,Testosterone
tt0120373,Trial and Error,No,,Comedy
tt0098536,Turner & Hooch,Yes,Meh,Comedy
tt0096321,Twister,Yes,Good,Testosterone
tt0141926,U-571,No,,Testosterone
tt0176269,Universal Soldier: The Return,Yes,Goodbad,Testosterone
,Wallace & Gromit: A Close Shave,No,,Family
,Walt Disney Cartoon Classics Donald's Scary Tales,No,,Disney
tt0109127,Walt Disney Pictures Presents Angels in the Outfield,Yes,Meh,Disney
tt0120910,Walt Disney Pictures Presents Fantasia 2000,No,,Disney
tt0311289,Walt Disney Pictures Presents Holes,Yes,Good,Disney
tt0210945,Walt Disney Pictures Presents Remember the Titans,No,,Disney
tt0095993,Walt Disney Pictures Presents Return to Snowy River,No,,Disney
tt7587890,Walt Disney Pictures Presents The Rookie,Yes,,Disney
tt0107131,Walt Disney Presents Homeward Bound: The Incredible Journey,Maybe,,Disney
tt0033563,Walt Disney's Classic Dumbo,Yes,Cringe,Disney
tt0048280,Walt Disney's Lady and the Tramp,Yes,Good,Disney
tt0034492,Walt Disney's Masterpiece Bambi,Yes,Good,Disney
tt0032910,Walt Disney's Masterpiece Pinocchio,Yes,Good,Disney
tt0029583,Walt Disney's Masterpiece Snow White and the Seven Dwarves,Yes,Good,Disney
tt0114898,Waterworld,Yes,Good,SciFi
tt0207201,What Women Want,Yes,,Comedy
tt0111693,When a Man Loves a Woman,No,,Estrogen
tt0098635,When Harry Met Sally,Yes,,Comedy
tt0245562,Windtalkers,No,,Testosterone
tt0120903,X-Men,Yes,Good,SciFi
,X-Men 1 Creators Choice,No,,Family